datetime	par
2013-06-07 09:00:00	507.3008082114
2013-06-07 10:00:00	650.568726311
2013-06-07 11:00:00	754.2476911522
2013-06-07 12:00:00	845.8896040476
2013-06-07 13:00:00	943.8544852352
2013-06-07 14:00:00	909.9459072662
2013-06-07 15:00:00	833.598817772
2013-06-07 16:00:00	899.7775723398
2013-06-07 17:00:00	685.6610747294
2013-06-07 18:00:00	460.7610994798
2013-06-07 19:00:00	281.6608879336
2013-06-07 20:00:00	88.5174114881
2013-06-07 21:00:00	0
2013-06-07 22:00:00	0
2013-06-07 23:00:00	0
2013-06-08 00:00:00	0
2013-06-08 01:00:00	0
2013-06-08 02:00:00	0
2013-06-08 03:00:00	0
2013-06-08 04:00:00	0
2013-06-08 05:00:00	0
2013-06-08 06:00:00	118.17260323442
2013-06-08 07:00:00	252.2149963088
2013-06-08 08:00:00	411.7120803586
2013-06-08 09:00:00	584.7112521782
2013-06-08 10:00:00	1326.0466277366
2013-06-08 11:00:00	1537.351533886
2013-06-08 12:00:00	1724.246088166
2013-06-08 13:00:00	1656.5367997122
2013-06-08 14:00:00	1597.3320260786
2013-06-08 15:00:00	1463.7314580952
2013-06-08 16:00:00	1031.686966114
2013-06-08 17:00:00	786.7229580952
2013-06-08 18:00:00	529.34136143
2013-06-08 19:00:00	233.542033886
2013-06-08 20:00:00	74.47621902756
2013-06-08 21:00:00	0
2013-06-08 22:00:00	0
2013-06-08 23:00:00	0
2013-06-09 00:00:00	0
2013-06-09 01:00:00	0
2013-06-09 02:00:00	0
2013-06-09 03:00:00	0
2013-06-09 04:00:00	0
2013-06-09 05:00:00	0
2013-06-09 06:00:00	63.02679426652
2013-06-09 07:00:00	138.69108994034
2013-06-09 08:00:00	226.2064513492
2013-06-09 09:00:00	321.1631018694
2013-06-09 10:00:00	975.9407964726
2013-06-09 11:00:00	1131.463533886
2013-06-09 12:00:00	1269.1060430216
2013-06-09 13:00:00	1178.1470123752
2013-06-09 14:00:00	1136.2623553204
2013-06-09 15:00:00	1041.5170532186
2013-06-09 16:00:00	788.562192425
2013-06-09 17:00:00	601.7268620664
2013-06-09 18:00:00	405.3573709906
2013-06-09 19:00:00	135.87101470138
2013-06-09 20:00:00	43.92257890902
2013-06-09 21:00:00	0
2013-06-09 22:00:00	0
2013-06-09 23:00:00	0
2013-06-10 00:00:00	0
2013-06-10 01:00:00	0
2013-06-10 02:00:00	0
2013-06-10 03:00:00	0
2013-06-10 04:00:00	0
2013-06-10 05:00:00	0
2013-06-10 06:00:00	100.14017773802
2013-06-10 07:00:00	355.185837741
2013-06-10 08:00:00	578.902010197
2013-06-10 09:00:00	821.7244706818
2013-06-10 10:00:00	1298.3257964726
2013-06-10 11:00:00	1505.2547069784
2013-06-10 12:00:00	1688.5110497122
2013-06-10 13:00:00	1720.4112376248
2013-06-10 14:00:00	1659.572449171
2013-06-10 15:00:00	1521.6149819402
2013-06-10 16:00:00	1193.4671900354
2013-06-10 17:00:00	911.2798664228
2013-06-10 18:00:00	614.5989852352
2013-06-10 19:00:00	322.4547721472
2013-06-10 20:00:00	105.56893142922
2013-06-10 21:00:00	0
2013-06-10 22:00:00	0
2013-06-10 23:00:00	0
2013-06-11 00:00:00	0
2013-06-11 01:00:00	0
2013-06-11 02:00:00	0
2013-06-11 03:00:00	0
2013-06-11 04:00:00	0
2013-06-11 05:00:00	0
2013-06-11 06:00:00	137.3592757327
2013-06-11 07:00:00	468.3862862756
2013-06-11 08:00:00	762.9700701616
2013-06-11 09:00:00	1082.812115462
2013-06-11 10:00:00	1380.4399354676
2013-06-11 11:00:00	1600.5262511168
2013-06-11 12:00:00	1795.5470091356
2013-06-11 13:00:00	1476.489520394
2013-06-11 14:00:00	1424.5527827692
2013-06-11 15:00:00	1306.4858053968
2013-06-11 16:00:00	1182.3601742092
2013-06-11 17:00:00	903.3544954322
2013-06-11 18:00:00	609.9270634156
2013-06-11 19:00:00	332.3038907482
2013-06-11 20:00:00	110.08232593204
2013-06-11 21:00:00	0
2013-06-11 22:00:00	0
2013-06-11 23:00:00	0
2013-06-12 00:00:00	0
2013-06-12 01:00:00	0
2013-06-12 02:00:00	0
2013-06-12 03:00:00	0
2013-06-12 04:00:00	0
2013-06-12 05:00:00	0
2013-06-12 06:00:00	129.19922638882
2013-06-12 07:00:00	340.165844487
2013-06-12 08:00:00	553.8722580188
2013-06-12 09:00:00	785.9704005202
2013-06-12 10:00:00	1311.2761107936
2013-06-12 11:00:00	1520.42469572
2013-06-12 12:00:00	1705.8605849264
2013-06-12 13:00:00	1751.506030435
2013-06-12 14:00:00	1690.225449171
2013-06-12 15:00:00	1550.5534535274
2013-06-12 16:00:00	852.6332691212
2013-06-12 17:00:00	651.822300829
2013-06-12 18:00:00	440.5575871046
2013-06-12 19:00:00	215.4271674632
2013-06-12 20:00:00	72.1465885119
2013-06-12 21:00:00	0
2013-06-12 22:00:00	0
2013-06-12 23:00:00	0
2013-06-13 00:00:00	0
2013-06-13 01:00:00	0
2013-06-13 02:00:00	0
2013-06-13 03:00:00	0
2013-06-13 04:00:00	0
2013-06-13 05:00:00	0
2013-06-13 06:00:00	136.68278025822
2013-06-13 07:00:00	478.1698907482
2013-06-13 08:00:00	778.3473427338
2013-06-13 09:00:00	1104.4487454322
2013-06-13 10:00:00	1425.0495419048
2013-06-13 11:00:00	1652.4757623752
2013-06-13 12:00:00	1854.2253473016
2013-06-13 13:00:00	1859.7619524106
2013-06-13 14:00:00	1795.0439276602
2013-06-13 15:00:00	1647.1421188124
2013-06-13 16:00:00	1456.837733057
2013-06-13 17:00:00	1114.3528303586
2013-06-13 18:00:00	753.9284750382
2013-06-13 19:00:00	345.8123494798
