datetime	wtr0.1	wtr0.5	wtr1.0	wtr1.5	wtr2.0	wtr2.5	wtr3.0	wtr4.0
2012-06-05 23:30:00	10.32	10.247	8.965	7.895	7.494	7.368	7.066	6.585
2012-06-05 23:40:00	10.98	10.345	8.643	7.77	7.494	7.293	6.99	6.484
2012-06-05 23:50:00	10.883	10.369	8.742	7.92	7.519	7.293	6.965	6.408
2012-06-06 00:00:00	10.834	10.394	8.841	7.845	7.494	7.268	6.889	6.382
2012-06-06 00:10:00	10.932	10.467	8.817	7.895	7.519	7.242	6.813	6.408
2012-06-06 00:20:00	10.932	10.492	8.792	7.87	7.544	7.242	6.737	6.484
2012-06-06 00:30:00	10.907	10.467	8.767	8.07	7.594	7.293	6.763	6.509
2012-06-06 00:40:00	10.834	10.418	8.792	8.095	7.619	7.268	6.763	6.509
2012-06-06 00:50:00	10.81	10.443	9.336	8.095	7.67	7.343	6.914	6.585
2012-06-06 01:00:00	10.81	10.345	9.064	8.02	7.695	7.393	6.94	6.585
2012-06-06 01:10:00	10.785	10.296	9.287	8.07	7.619	7.368	6.94	6.611
2012-06-06 01:20:00	10.736	10.296	8.891	8.07	7.619	7.368	6.94	6.636
2012-06-06 01:30:00	10.687	10.369	8.817	7.995	7.594	7.343	6.94	6.661
2012-06-06 01:40:00	10.638	10.467	8.767	7.895	7.594	7.368	6.99	6.687
2012-06-06 01:50:00	10.59	10.492	8.668	7.845	7.519	7.343	6.99	6.661
2012-06-06 02:00:00	10.565	10.516	8.668	7.845	7.569	7.318	6.94	6.636
2012-06-06 02:10:00	10.541	10.418	8.643	7.82	7.594	7.318	6.839	6.509
2012-06-06 02:20:00	10.516	10.443	8.668	7.845	7.594	7.293	6.813	6.433
2012-06-06 02:30:00	10.492	10.467	8.742	7.87	7.619	7.242	6.712	6.433
2012-06-06 02:40:00	10.443	10.418	8.916	7.97	7.619	7.242	6.788	6.458
2012-06-06 02:50:00	10.394	10.369	8.916	8.02	7.67	7.293	6.839	6.484
2012-06-06 03:00:00	10.394	10.394	8.817	8.045	7.695	7.318	6.864	6.509
2012-06-06 03:10:00	10.394	10.394	8.742	8.045	7.72	7.368	6.889	6.535
2012-06-06 03:20:00	10.369	10.394	8.742	8.02	7.645	7.242	6.889	6.535
2012-06-06 03:30:00	10.345	10.394	8.717	8.07	7.569	7.192	6.839	6.458
2012-06-06 03:40:00	10.369	10.369	8.792	7.92	7.494	7.217	6.889	6.458
2012-06-06 03:50:00	10.345	10.345	8.742	7.97	7.469	7.192	6.889	6.458
2012-06-06 04:00:00	10.296	10.32	8.717	7.945	7.419	7.167	6.839	6.56
2012-06-06 04:10:00	10.296	10.296	8.717	7.87	7.393	7.192	6.864	6.433
2012-06-06 04:20:00	10.271	10.296	8.717	7.77	7.368	7.217	6.914	6.509
2012-06-06 04:30:00	10.271	10.271	8.693	7.745	7.368	7.217	6.914	6.509
2012-06-06 04:40:00	10.247	10.271	8.767	7.77	7.368	7.192	6.914	6.535
2012-06-06 04:50:00	10.247	10.247	8.792	7.72	7.368	7.217	6.914	6.56
2012-06-06 05:00:00	10.247	10.247	8.792	7.695	7.393	7.217	6.914	6.585
2012-06-06 05:10:00	10.247	10.247	8.916	7.619	7.368	7.242	6.94	6.585
2012-06-06 05:20:00	10.271	10.247	8.99	7.67	7.419	7.242	6.94	6.56
2012-06-06 05:30:00	10.296	10.247	9.064	7.745	7.419	7.242	6.914	6.509
2012-06-06 05:40:00	10.345	10.247	9.163	7.745	7.419	7.268	6.889	6.458
2012-06-06 05:50:00	10.394	10.222	9.213	7.72	7.419	7.268	6.889	6.509
2012-06-06 06:00:00	10.369	10.247	9.163	7.82	7.444	7.268	6.889	6.509
2012-06-06 06:10:00	10.369	10.271	9.064	7.77	7.419	7.268	6.864	6.509
2012-06-06 06:20:00	10.418	10.296	8.941	7.745	7.419	7.268	6.864	6.458
2012-06-06 06:30:00	10.492	10.296	8.866	7.72	7.419	7.293	6.864	6.484
2012-06-06 06:40:00	10.59	10.32	8.767	7.745	7.444	7.293	6.864	6.458
