dateTime	par
2014-05-06 00:00	0.201
2014-05-06 00:15	0.201
2014-05-06 00:30	0.268
2014-05-06 00:45	0.201
2014-05-06 01:00	0.134
2014-05-06 01:15	0.201
2014-05-06 01:30	0.201
2014-05-06 01:45	0.134
2014-05-06 02:00	0.201
2014-05-06 02:15	0.134
2014-05-06 02:30	0.134
2014-05-06 02:45	0.134
2014-05-06 03:00	0.201
2014-05-06 03:15	0.201
2014-05-06 03:30	0.201
2014-05-06 03:45	0.268
2014-05-06 04:00	0.201
2014-05-06 04:15	0.268
2014-05-06 04:30	0.536
2014-05-06 04:45	2.679
2014-05-06 05:00	9.38
2014-05-06 05:15	18.75
2014-05-06 05:30	45.35
2014-05-06 05:45	73.88
2014-05-06 06:00	118.8
2014-05-06 06:15	135
2014-05-06 06:30	178.4
2014-05-06 06:45	226.2
2014-05-06 07:00	229.3
2014-05-06 07:15	250.5
2014-05-06 07:30	325.3
2014-05-06 07:45	425.7
2014-05-06 08:00	444.6
2014-05-06 08:15	540.8
2014-05-06 08:30	397.1
2014-05-06 08:45	497.2
2014-05-06 09:00	405.8
2014-05-06 09:15	1109
2014-05-06 09:30	1482
2014-05-06 09:45	1086
2014-05-06 10:00	850
2014-05-06 10:15	1402
2014-05-06 10:30	1463
2014-05-06 10:45	1599
2014-05-06 11:00	926
2014-05-06 11:15	577.5
2014-05-06 11:30	1559
2014-05-06 11:45	542.5
2014-05-06 12:00	472.8
2014-05-06 12:15	1646
2014-05-06 12:30	348.3
2014-05-06 12:45	728.5
2014-05-06 13:00	412.5
2014-05-06 13:15	545.8
2014-05-06 13:30	596.6
2014-05-06 13:45	310.2
2014-05-06 14:00	536.2
2014-05-06 14:15	1015
2014-05-06 14:30	485.4
2014-05-06 14:45	282.9
2014-05-06 15:00	504
2014-05-06 15:15	910
2014-05-06 15:30	187.3
2014-05-06 15:45	201.7
2014-05-06 16:00	154
2014-05-06 16:15	528.4
2014-05-06 16:30	636.2
2014-05-06 16:45	191.8
2014-05-06 17:00	103.7
2014-05-06 17:15	152.8
2014-05-06 17:30	94.7
2014-05-06 17:45	69.96
2014-05-06 18:00	59.53
2014-05-06 18:15	51.5
2014-05-06 18:30	32.04
2014-05-06 18:45	16.59
2014-05-06 19:00	4.549
2014-05-06 19:15	0.669
2014-05-06 19:30	0.201
2014-05-06 19:45	0.134
2014-05-06 20:00	0.201
2014-05-06 20:15	0.201
2014-05-06 20:30	0.134
2014-05-06 20:45	0.134
2014-05-06 21:00	0.134
2014-05-06 21:15	0.134
2014-05-06 21:30	0.201
2014-05-06 21:45	0.134
2014-05-06 22:00	0.134
