datetime	wtr0.1	wtr0.5	wtr1.0	wtr1.5	wtr2.0	wtr2.5	wtr3.0	wtr4.0
2012-05-31 13:20:00	11.467	11.37	11.078	11.053	10.247	6.94	5.024	4.662
2012-05-31 13:30:00	11.443	11.346	11.053	11.029	10.418	7.167	4.999	4.662
2012-05-31 13:40:00	11.394	11.321	11.053	11.053	10.198	6.56	4.973	4.662
2012-05-31 13:50:00	11.37	11.346	11.151	11.078	10.124	6.255	4.973	4.662
2012-05-31 14:00:00	11.394	11.321	11.127	11.078	10.247	5.872	4.947	4.662
2012-05-31 14:10:00	11.419	11.37	11.175	11.078	10.345	6.23	4.947	4.662
2012-05-31 14:20:00	11.419	11.37	11.151	11.102	10.222	6.509	4.947	4.662
2012-05-31 14:30:00	11.419	11.37	11.175	11.127	9.854	6.965	4.973	4.662
2012-05-31 14:40:00	11.419	11.37	11.175	11.127	9.977	7.594	4.947	4.636
2012-05-31 14:50:00	11.394	11.37	11.175	11.151	10.051	7.116	4.921	4.636
2012-05-31 15:00:00	11.443	11.37	11.224	11.151	10.1	8.717	5.076	4.662
2012-05-31 15:10:00	11.443	11.394	11.248	11.151	9.952	7.368	5.05	4.662
2012-05-31 15:20:00	11.467	11.394	11.273	11.175	10.296	8.045	4.973	4.662
2012-05-31 15:30:00	11.54	11.443	11.273	11.224	10.394	8.12	5.102	4.662
2012-05-31 15:40:00	11.54	11.492	11.297	11.224	10.516	7.845	5.154	4.662
2012-05-31 15:50:00	11.54	11.492	11.321	11.224	10.369	7.82	5.154	4.662
2012-05-31 16:00:00	11.565	11.492	11.346	11.2	10.32	7.469	5.128	4.662
2012-05-31 16:10:00	11.565	11.516	11.346	11.127	10.075	7.268	5.128	4.662
2012-05-31 16:20:00	11.54	11.516	11.37	11.175	10.026	7.293	5.076	4.662
2012-05-31 16:30:00	11.516	11.516	11.394	11.175	10.1	7.167	5.076	4.662
2012-05-31 16:40:00	11.54	11.516	11.297	11.102	10.051	7.318	5.205	4.662
2012-05-31 16:50:00	11.54	11.54	11.346	11.151	10.1	7.066	5.257	4.662
2012-05-31 17:00:00	11.589	11.54	11.419	11.2	10.124	6.763	5.231	4.662
2012-05-31 17:10:00	11.589	11.565	11.394	11.175	10.149	7.066	5.282	4.662
2012-05-31 17:20:00	11.613	11.565	11.37	11.175	10.271	7.544	5.231	4.662
2012-05-31 17:30:00	11.613	11.565	11.37	11.224	10.369	7.167	5.231	4.688
2012-05-31 17:40:00	11.662	11.565	11.394	11.248	10.32	6.661	5.257	4.688
2012-05-31 17:50:00	11.71	11.565	11.37	11.248	10.271	6.535	5.308	4.662
2012-05-31 18:00:00	11.807	11.565	11.346	11.224	10.369	6.408	5.128	4.662
2012-05-31 18:10:00	11.832	11.589	11.346	11.248	10.443	6.433	4.999	4.662
2012-05-31 18:20:00	11.856	11.686	11.37	11.248	10.565	6.763	4.921	4.662
2012-05-31 18:30:00	11.88	11.734	11.346	11.224	10.565	6.813	4.921	4.636
2012-05-31 18:40:00	11.88	11.783	11.346	11.224	10.516	6.763	5.024	4.636
2012-05-31 18:50:00	11.832	11.88	11.346	11.224	10.492	7.393	5.179	4.636
2012-05-31 19:00:00	11.856	11.88	11.346	11.224	10.59	7.594	5.334	4.662
2012-05-31 19:10:00	11.832	11.88	11.37	11.224	10.541	7.72	5.462	4.636
2012-05-31 19:20:00	11.856	11.832	11.37	11.224	10.541	7.494	5.411	4.662
2012-05-31 19:30:00	11.807	11.807	11.37	11.2	10.614	7.091	5.514	4.662
2012-05-31 19:40:00	11.807	11.759	11.37	11.175	10.614	6.737	5.308	4.662
2012-05-31 19:50:00	11.759	11.759	11.37	11.005	10.59	6.509	5.205	4.662
2012-05-31 20:00:00	11.734	11.759	11.37	11.078	10.345	6.408	5.179	4.662
2012-05-31 20:10:00	11.71	11.734	11.37	11.005	10.369	7.192	5.257	4.662
2012-05-31 20:20:00	11.71	11.71	11.419	11.053	10.418	7.242	5.282	4.662
2012-05-31 20:30:00	11.686	11.71	11.419	11.029	10.394	6.889	5.231	4.662
2012-05-31 20:40:00	11.686	11.662	11.443	11.053	10.296	6.788	5.231	4.662
2012-05-31 20:50:00	11.637	11.662	11.419	11.078	10.394	6.636	5.179	4.662
2012-05-31 21:00:00	11.613	11.613	11.443	11.078	10.247	7.469	5.257	4.636
2012-05-31 21:10:00	11.565	11.613	11.467	11.078	10.1	7.393	5.257	4.662
2012-05-31 21:20:00	11.565	11.589	11.467	11.078	10.051	7.142	5.154	4.662
2012-05-31 21:30:00	11.54	11.565	11.467	11.102	10.075	7.167	5.128	4.636
2012-05-31 21:40:00	11.516	11.565	11.419	11.102	10.369	7.091	5.05	4.636
2012-05-31 21:50:00	11.516	11.565	11.419	11.102	10.443	7.167	5.05	4.636
2012-05-31 22:00:00	11.492	11.565	11.419	11.053	10.418	7.77	5.179	4.662
2012-05-31 22:10:00	11.492	11.54	11.419	11.102	10.516	8.095	5.257	4.662
2012-05-31 22:20:00	11.443	11.54	11.394	11.078	10.663	8.07	5.36	4.662
2012-05-31 22:30:00	11.443	11.516	11.419	11.102	10.638	7.945	5.334	4.662
2012-05-31 22:40:00	11.467	11.492	11.394	11.078	10.663	7.368	5.36	4.662
2012-05-31 22:50:00	11.394	11.467	11.37	11.053	10.614	7.217	5.334	4.662
2012-05-31 23:00:00	11.419	11.443	11.346	11.053	10.467	7.419	5.642	4.662
2012-05-31 23:10:00	11.346	11.443	11.346	11.053	10.443	7.368	5.847	4.688
2012-05-31 23:20:00	11.321	11.419	11.321	11.102	10.467	7.318	5.642	4.688
2012-05-31 23:30:00	11.321	11.419	11.321	11.127	10.467	7.192	5.437	4.688
2012-05-31 23:40:00	11.273	11.394	11.297	11.127	10.492	7.091	5.282	4.688
2012-05-31 23:50:00	11.297	11.37	11.297	11.151	10.124	6.889	5.179	4.662
2012-06-01 00:00:00	11.273	11.37	11.273	11.151	10.149	7.041	5.282	4.662
2012-06-01 00:10:00	11.224	11.37	11.273	11.175	10.296	7.318	5.385	4.688
2012-06-01 00:20:00	11.297	11.37	11.273	11.224	10.198	7.217	5.334	4.662
2012-06-01 00:30:00	11.273	11.346	11.248	11.224	10.149	7.192	5.385	4.662
2012-06-01 00:40:00	11.248	11.321	11.248	11.273	10.198	6.889	5.308	4.688
2012-06-01 00:50:00	11.175	11.321	11.224	11.273	10.075	6.813	5.231	4.688
2012-06-01 01:00:00	11.175	11.297	11.2	11.321	10.247	7.343	5.231	4.662
2012-06-01 01:10:00	11.2	11.273	11.2	11.273	9.977	7.393	5.308	4.636
2012-06-01 01:20:00	11.2	11.273	11.175	11.297	10.026	7.619	5.411	4.662
2012-06-01 01:30:00	11.224	11.273	11.151	11.248	10.051	8.02	5.565	4.662
2012-06-01 01:40:00	11.2	11.248	11.127	11.248	10.001	8.07	5.411	4.662
2012-06-01 01:50:00	11.151	11.2	11.127	11.224	9.952	8.27	5.642	4.662
2012-06-01 02:00:00	11.102	11.2	11.102	11.224	10.075	8.095	5.411	4.662
2012-06-01 02:10:00	11.078	11.175	11.102	11.175	10.149	7.92	5.411	4.636
2012-06-01 02:20:00	11.053	11.151	11.078	11.151	10.1	7.77	5.539	4.662
2012-06-01 02:30:00	11.078	11.127	11.029	11.151	9.879	7.695	5.514	4.662
2012-06-01 02:40:00	11.078	11.127	11.029	11.127	9.879	7.368	5.411	4.662
2012-06-01 02:50:00	11.078	11.102	11.005	11.127	10.001	7.167	5.36	4.662
2012-06-01 03:00:00	11.078	11.078	11.005	11.102	10.001	7.318	5.282	4.688
2012-06-01 03:10:00	11.029	11.078	10.98	11.078	10.026	7.619	5.308	4.714
2012-06-01 03:20:00	11.005	11.053	10.956	11.078	10.075	7.217	5.334	4.662
2012-06-01 03:30:00	10.98	11.029	10.956	11.053	10.149	7.242	5.334	4.662
2012-06-01 03:40:00	10.98	11.005	10.932	11.029	10.149	7.142	5.282	4.662
2012-06-01 03:50:00	10.956	10.98	10.907	11.029	10.173	7.167	5.282	4.662
2012-06-01 04:00:00	10.907	10.956	10.883	11.005	10.247	7.066	5.308	4.688
2012-06-01 04:10:00	10.883	10.932	10.858	10.98	10.247	7.066	5.36	4.688
2012-06-01 04:20:00	10.858	10.956	10.883	10.932	10.198	7.015	5.334	4.688
2012-06-01 04:30:00	10.883	10.956	10.858	10.956	10.124	6.94	5.282	4.662
2012-06-01 04:40:00	10.883	10.932	10.834	10.98	10.051	6.839	5.282	4.688
2012-06-01 04:50:00	10.883	10.956	10.858	10.956	10.124	6.712	5.231	4.662
2012-06-01 05:00:00	10.932	10.932	10.834	10.956	10.1	6.94	5.205	4.688
2012-06-01 05:10:00	10.932	10.932	10.834	10.956	10.149	7.142	5.231	4.688
2012-06-01 05:20:00	10.932	10.932	10.834	10.932	10.247	7.242	5.231	4.688
2012-06-01 05:30:00	10.858	10.907	10.81	10.932	10.369	7.217	5.282	4.688
2012-06-01 05:40:00	10.858	10.907	10.81	10.932	10.345	7.217	5.257	4.688
2012-06-01 05:50:00	10.883	10.907	10.834	10.932	10.271	7.167	5.308	4.688
2012-06-01 06:00:00	10.907	10.907	10.81	10.932	10.32	7.066	5.282	4.688
2012-06-01 06:10:00	10.883	10.907	10.81	10.932	10.271	6.839	5.231	4.688
2012-06-01 06:20:00	10.907	10.907	10.81	10.907	10.1	6.914	5.231	4.688
2012-06-01 06:30:00	10.883	10.907	10.81	10.907	10.1	6.813	5.179	4.688
2012-06-01 06:40:00	10.883	10.883	10.785	10.907	10.124	6.737	5.179	4.714
2012-06-01 06:50:00	10.883	10.883	10.785	10.883	10.124	6.864	5.179	4.688
2012-06-01 07:00:00	10.907	10.883	10.785	10.883	10.075	7.041	5.179	4.688
2012-06-01 07:10:00	10.858	10.883	10.785	10.883	10.124	7.142	5.154	4.688
2012-06-01 07:20:00	10.883	10.883	10.785	10.907	10.198	7.192	5.128	4.688
2012-06-01 07:30:00	10.907	10.883	10.785	10.883	10.198	7.343	5.128	4.688
2012-06-01 07:40:00	10.932	10.907	10.81	10.883	10.149	7.419	5.128	4.688
2012-06-01 07:50:00	10.956	10.932	10.785	10.883	10.001	7.419	5.102	4.688
2012-06-01 08:00:00	10.956	10.932	10.785	10.883	10.001	7.192	5.05	4.688
2012-06-01 08:10:00	11.005	10.956	10.785	10.883	9.879	7.015	5.076	4.688
2012-06-01 08:20:00	11.102	10.956	10.785	10.858	9.879	6.864	5.076	4.688
2012-06-01 08:30:00	11.224	10.956	10.81	10.834	9.829	6.661	5.024	4.714
2012-06-01 08:40:00	11.516	10.956	10.81	10.834	9.903	7.015	5.102	4.74
2012-06-01 08:50:00	11.807	10.956	10.785	10.834	9.928	7.242	5.205	4.714
